id_order_line,id_orders,id_products,quantity,requested_qty,returned_flag
172,83,32,2,2,False
173,84,155,1,1,True
174,84,155,1,1,True
175,85,214,1,1,False
176,85,305,1,1,False
177,86,94,1,1,False
178,87,367,1,1,True
179,87,110,1,1,True
180,88,212,1,1,False
181,89,51,3,3,False
182,89,380,1,1,False
183,90,76,1,1,True
184,91,210,4,4,False
185,91,248,1,1,False
186,92,12,1,1,True
187,93,216,1,1,False
188,93,213,1,1,False
189,94,260,1,1,False
190,94,327,1,1,False
191,94,199,4,4,False
192,95,4,1,1,False
193,95,112,2,2,False
194,95,60,2,2,False
195,96,70,1,1,False
196,97,303,1,1,False
197,97,243,2,2,False
198,98,157,4,4,True
199,99,37,4,4,False
200,99,90,2,2,False
201,100,298,2,2,False
202,101,17,1,1,False
203,102,87,1,1,False
204,102,265,1,1,False
205,103,112,4,4,False
206,103,190,1,1,False
207,104,348,1,1,False
208,105,86,2,2,False
209,105,119,4,4,False
210,105,53,1,1,False
211,106,53,1,1,True
212,107,334,2,2,False
213,108,229,1,1,False
214,109,181,2,2,False
215,109,313,3,3,False
216,109,99,2,2,False
217,110,145,1,1,False
218,111,373,1,1,False
219,111,93,1,1,False
220,112,360,2,2,False
221,112,292,1,1,False
222,113,361,1,1,False
223,113,226,1,1,False
224,113,191,2,2,False
225,114,132,1,1,False
226,115,255,1,1,False
227,115,300,1,1,False
228,116,24,1,1,True
229,116,353,3,3,True
230,117,47,2,2,False
231,118,125,2,2,False
232,118,290,1,1,False
233,118,267,1,1,False
234,119,121,1,1,False
235,119,229,1,1,False
236,119,106,3,3,False
237,120,196,2,2,True
238,121,6,1,1,True
239,121,361,3,3,True
240,121,72,1,1,True
241,122,32,1,1,False
242,122,248,5,5,False
243,122,178,1,1,False
244,123,50,2,2,False
245,123,77,1,1,False
246,124,232,1,1,False
247,125,231,2,2,False
248,126,86,1,1,False
249,126,263,4,4,False
250,127,26,1,1,True
251,127,67,3,3,True
252,128,128,4,4,True
253,128,208,1,1,True
254,129,197,1,1,False
255,129,321,2,2,False
256,130,162,1,1,False
257,130,263,1,1,False
258,130,180,1,1,False
259,131,212,1,1,False
260,131,343,1,1,False
261,131,197,1,1,False
262,132,329,1,1,False
263,132,81,1,1,False
264,133,287,1,1,False
265,134,331,1,1,False
266,134,280,2,2,False
267,135,135,1,1,False
268,135,83,1,1,False
269,135,169,1,1,False
270,136,98,1,1,False
271,136,114,1,1,False
272,136,87,1,1,False
273,137,72,2,2,False
274,137,16,2,2,False
275,137,43,2,2,False
276,138,182,1,1,False
277,138,329,1,1,False
278,139,339,1,1,False
279,139,305,1,1,False
280,140,105,1,1,False
281,140,250,1,1,False
282,141,223,1,1,False
283,141,247,1,1,False
284,142,66,1,1,False
285,142,324,1,1,False
286,142,137,1,1,False
287,143,323,1,1,False
288,143,37,1,1,False
289,143,239,2,2,False
290,144,377,1,1,False
291,144,207,1,1,False
292,145,348,3,3,False
293,145,206,2,2,False
294,145,79,3,3,False
295,146,115,1,1,False
296,146,74,1,1,False
297,147,135,1,1,False
298,148,372,1,1,True
299,148,22,1,1,True
300,148,356,3,3,True
301,149,109,2,2,False
302,150,173,2,2,True
303,150,232,3,3,True
304,151,214,1,1,False
305,151,283,2,2,False
306,151,288,1,1,False
307,152,367,1,1,False
308,152,112,1,1,False
309,153,24,1,1,False
310,154,137,3,3,True
311,154,81,1,1,True
312,154,152,1,1,True
313,155,10,1,1,True
314,155,266,2,2,True
315,155,330,1,1,True
316,156,143,2,2,False
317,156,206,1,1,False
318,157,269,1,1,False
319,157,15,1,1,False
320,158,125,3,3,False
321,159,277,1,1,False
322,159,17,2,2,False
323,160,63,1,1,False
324,161,211,2,2,False
325,161,1,1,1,False
326,162,121,1,1,False
327,163,230,1,1,False
328,163,375,2,2,False
329,164,60,1,1,False
330,164,141,1,1,False
331,165,243,1,1,False
332,165,259,2,2,False
333,165,195,1,1,False
334,166,177,1,1,False
335,167,111,2,2,False
336,167,122,1,1,False
337,168,205,1,1,True
338,169,21,1,1,False
339,169,201,2,2,False
340,169,16,1,1,False
341,170,151,3,3,False
342,171,134,1,1,True
343,172,249,1,1,False
344,172,85,1,1,False
345,173,42,1,1,False
346,173,124,2,2,False
347,173,340,1,1,False
348,174,308,1,1,False
349,174,92,1,1,False
350,174,253,1,1,False
351,175,189,1,1,True
352,175,40,1,1,True
353,176,291,1,1,False
354,176,23,2,2,False
355,176,154,1,1,False
356,177,71,1,1,False
357,177,234,1,1,False
358,178,296,3,3,False
359,178,178,3,3,False
360,178,326,1,1,False
361,179,63,5,5,False
362,180,347,1,1,False
363,180,326,3,3,False
364,180,266,1,1,False
365,181,52,1,1,True
366,181,92,1,1,True
367,182,118,1,1,False
368,182,43,1,1,False
369,183,143,1,1,True
370,183,341,2,2,True
371,183,383,1,1,True
372,184,348,2,2,False
373,184,280,1,1,False
374,185,341,1,1,False
375,185,208,3,3,False
376,186,277,1,1,False
377,187,377,1,1,False
378,187,113,1,1,False
379,187,315,1,1,False
380,188,265,1,1,False
381,188,342,1,1,False
382,188,323,2,2,False
383,189,186,1,1,False
384,189,227,1,1,False
385,190,260,1,1,False
386,191,174,1,1,True
387,192,281,4,4,False
388,193,52,1,1,False
389,193,279,1,1,False
390,194,111,2,2,True
391,195,117,1,1,False
392,195,68,1,1,False
393,196,64,1,1,False
394,196,59,3,3,False
395,196,347,1,1,False
396,197,52,1,1,False
397,197,268,1,1,False
398,197,355,1,1,False
399,198,349,2,2,False
400,198,26,2,2,False
401,199,313,1,1,False
402,200,272,1,1,False
403,201,376,2,2,False
404,201,50,2,2,False
405,202,320,1,1,True
406,202,82,1,1,True
407,202,236,2,2,True
408,203,277,1,1,False
409,203,237,1,1,False
410,204,28,3,3,False
411,204,365,2,2,False
412,205,236,1,1,False
413,205,372,2,2,False
414,206,211,1,1,False
415,206,64,1,1,False
416,206,90,3,3,False
417,207,308,3,3,False
418,207,363,1,1,False
419,207,170,1,1,False
420,208,95,1,1,False
421,209,291,1,1,False
422,210,75,3,3,False
423,210,287,1,1,False
424,210,234,3,3,False
425,211,337,1,1,False
426,212,175,1,1,False
427,212,145,1,1,False
428,213,78,3,3,False
429,213,313,2,2,False
430,213,27,1,1,False
431,214,377,1,1,False
432,214,140,1,1,False
433,215,371,1,1,False
434,216,136,1,1,False
435,217,242,1,1,False
436,217,310,2,2,False
437,217,70,1,1,False
438,218,357,1,1,False
439,218,216,3,3,False
440,219,53,4,4,False
441,220,4,1,1,False
442,220,52,1,1,False
443,220,117,2,2,False
444,221,142,2,2,False
445,222,91,3,3,False
446,222,94,4,4,False
447,222,283,2,2,False
448,223,142,1,1,True
449,224,205,2,2,False
450,225,200,1,1,True
451,225,241,1,1,True
452,226,9,1,1,False
453,227,111,3,3,False
454,227,309,1,1,False
455,227,300,1,1,False
456,228,273,1,1,False
457,228,250,1,1,False
458,228,283,2,2,False
459,229,122,3,3,False
460,229,58,1,1,False
461,229,199,1,1,False
462,230,189,2,2,False
463,230,279,1,1,False
464,230,190,4,4,False
465,231,81,1,1,False
466,231,5,1,1,False
467,232,290,3,3,False
468,232,164,4,4,False
469,233,185,1,1,False
470,233,95,1,1,False
471,233,271,1,1,False
472,234,67,4,4,True
473,235,149,1,1,False
474,235,81,4,4,False
475,236,217,1,1,False
476,237,346,1,1,False
477,237,58,1,1,False
478,237,28,1,1,False
479,238,51,1,1,False
480,239,361,1,1,False
481,239,32,1,1,False
482,240,344,1,1,True
483,240,16,1,1,True
484,241,336,1,1,False
485,241,165,1,1,False
486,241,99,1,1,False
487,242,207,1,1,True
488,242,242,1,1,True
489,243,180,1,1,False
490,243,325,1,1,False
491,244,222,1,1,False
492,245,67,1,1,False
493,246,22,1,1,False
494,246,102,1,1,False
495,246,3,1,1,False
496,247,271,1,1,False
497,247,70,2,2,False
498,247,228,1,1,False
499,248,289,3,3,True
500,249,143,1,1,False
501,249,273,1,1,False
502,249,103,1,1,False
503,250,216,1,1,False
504,250,329,1,1,False
505,251,188,1,1,False
506,251,236,1,1,False
507,252,289,1,1,True
508,253,215,3,3,False
509,254,382,1,1,False
510,255,64,3,3,False
511,256,100,2,2,False
512,256,312,2,2,False
513,256,22,1,1,False
514,257,263,1,1,False
515,257,96,2,2,False
516,258,159,1,1,False
517,258,33,1,1,False
518,259,182,3,3,False
519,259,257,2,2,False
520,260,229,3,3,False
521,261,134,1,1,False
522,262,340,1,1,True
523,262,45,1,1,True
524,263,193,2,2,False
525,264,121,1,1,False
526,264,93,1,1,False
527,265,99,1,1,False
528,265,210,1,1,False
529,265,136,1,1,False
530,266,113,1,1,False
531,266,365,2,2,False
532,266,219,1,1,False
533,267,192,2,2,False
534,267,68,1,1,False
535,267,65,1,1,False
536,268,312,2,2,False
537,268,90,1,1,False
538,268,132,1,1,False
539,269,262,4,4,False
540,269,142,1,1,False
541,270,376,1,1,False
542,270,99,1,1,False
543,270,261,1,1,False
544,271,148,1,1,False
545,271,141,1,1,False
546,272,320,1,1,False
547,272,280,1,1,False
548,272,162,2,2,False
549,273,167,1,1,False
550,274,261,1,1,False
551,275,143,1,1,False
552,275,110,2,2,False
553,275,229,1,1,False
554,276,274,1,1,False
555,277,351,3,3,False
556,278,359,1,1,False
557,278,163,3,3,False
558,278,191,2,2,False
559,279,107,2,2,True
560,280,212,2,2,False
561,280,215,1,1,False
562,281,5,2,2,False
563,282,169,2,2,False
564,283,309,2,2,False
565,283,350,1,1,False
566,284,76,2,2,False
567,285,78,1,1,True
568,285,222,1,1,True
569,285,77,1,1,True
570,286,189,3,3,False
571,287,215,1,1,False
572,287,148,3,3,False
573,288,234,1,1,False
574,288,52,1,1,False
575,288,290,1,1,False
576,289,155,1,1,False
577,290,37,1,1,False
578,290,65,1,1,False
579,290,305,2,2,False
580,291,222,3,3,False
581,291,305,2,2,False
582,292,157,3,3,False
583,292,283,1,1,False
584,292,82,1,1,False
585,293,263,1,1,True
586,293,46,1,1,True
587,294,269,3,3,False
588,294,208,1,1,False
589,295,304,1,1,False
590,295,111,3,3,False
591,295,73,1,1,False
592,296,55,2,2,False
593,297,162,3,3,False
594,297,21,1,1,False
595,298,90,1,1,False
596,298,358,2,2,False
597,298,50,1,1,False
598,299,325,1,1,False
599,300,142,1,1,False
600,300,244,2,2,False
601,300,334,1,1,False
602,301,245,1,1,False
603,301,123,1,1,False
604,301,105,1,1,False
605,302,269,4,4,False
606,302,220,1,1,False
607,302,111,2,2,False
608,303,144,1,1,False
609,303,87,1,1,False
610,304,14,1,1,False
611,305,182,1,1,False
612,306,206,1,1,False
613,307,298,3,3,False
614,307,35,1,1,False
615,308,325,1,1,False
616,308,181,2,2,False
617,308,32,1,1,False
618,309,145,4,4,False
619,309,35,1,1,False
620,310,335,3,3,False
621,311,378,2,2,False
622,312,363,2,2,False
623,313,104,1,1,False
624,313,21,1,1,False
625,314,125,1,1,False
626,315,207,2,2,True
627,315,223,1,1,True
628,316,89,4,4,False
629,317,32,2,2,False
630,317,122,1,1,False
631,318,372,4,4,False
632,319,316,2,2,True
633,319,72,1,1,True
634,319,170,5,5,True
635,320,218,1,1,False
636,320,345,1,1,False
637,320,337,3,3,False
638,321,60,2,2,False
639,321,31,1,1,False
640,322,119,3,3,False
641,322,116,1,1,False
642,323,81,1,1,False
643,324,12,1,1,False
644,325,254,4,4,False
645,325,10,1,1,False
646,325,184,1,1,False
647,326,316,1,1,False
648,327,184,5,5,False
649,328,91,2,2,False
650,328,292,1,1,False
651,328,371,1,1,False
652,329,269,1,1,False
653,329,380,1,1,False
654,330,72,2,2,False
655,330,229,1,1,False
656,330,204,1,1,False
657,331,310,1,1,True
658,331,184,1,1,True
659,331,301,1,1,True
660,332,81,5,5,False
661,332,313,3,3,False
662,333,250,1,1,False
663,333,168,1,1,False
664,333,238,1,1,False
665,334,130,1,1,False
666,334,77,1,1,False
667,334,128,1,1,False
668,335,381,1,1,False
669,335,128,1,1,False
670,335,149,1,1,False
671,336,144,2,2,False
672,336,203,3,3,False
673,336,29,1,1,False
674,337,224,2,2,True
675,338,128,2,2,False
676,339,116,1,1,False
677,339,53,2,2,False
678,340,310,1,1,False
679,341,255,2,2,False
680,341,65,1,1,False
681,342,107,1,1,False
682,342,77,1,1,False
683,342,287,1,1,False
684,343,61,1,1,False
685,343,55,2,2,False
686,344,74,2,2,False
687,344,362,1,1,False
688,344,281,1,1,False
689,345,109,1,1,False
690,345,4,1,1,False
691,346,353,1,1,True
692,346,157,1,1,True
693,347,325,1,1,False
694,348,112,1,1,False
695,348,130,1,1,False
696,349,203,1,1,False
697,349,118,2,2,False
698,349,363,2,2,False
699,350,314,1,1,False
700,351,272,1,1,False
701,352,179,1,1,False
702,353,322,1,1,False
703,354,110,1,1,False
704,355,78,2,2,False
705,356,223,1,1,True
706,357,70,1,1,False
707,357,306,2,2,False
708,357,337,1,1,False
709,358,328,1,1,False
710,358,364,1,1,False
711,359,265,1,1,False
712,359,56,3,3,False
713,360,228,1,1,False
714,360,78,1,1,False
715,360,124,1,1,False
716,361,9,2,2,True
717,361,51,1,1,True
718,361,141,1,1,True
719,362,103,3,3,False
720,362,223,2,2,False
721,362,192,1,1,False
722,363,296,4,4,False
723,364,176,1,1,False
724,364,177,2,2,False
725,364,359,2,2,False
726,365,73,1,1,False
727,366,310,1,1,False
728,366,2,2,2,False
729,367,76,1,1,False
730,367,218,1,1,False
731,368,166,1,1,False
732,368,322,2,2,False
733,369,327,2,2,False
734,370,348,1,1,False
735,370,127,5,5,False
736,370,51,1,1,False
737,371,171,1,1,True
738,371,19,1,1,True
739,372,45,4,4,True
740,372,369,1,1,True
741,372,258,2,2,True
742,373,264,2,2,False
743,373,368,2,2,False
744,373,125,1,1,False
745,374,315,1,1,False
746,374,216,2,2,False
747,374,46,2,2,False
748,375,67,1,1,True
749,375,49,2,2,True
750,376,313,2,2,False
751,377,191,1,1,False
752,377,181,1,1,False
753,378,299,2,2,True
754,378,305,1,1,True
755,379,51,1,1,False
756,379,80,1,1,False
757,379,371,1,1,False
758,380,74,1,1,True
759,381,163,1,1,True
760,381,366,2,2,True
761,382,190,2,2,True
762,382,28,2,2,True
763,382,128,2,2,True
764,383,228,1,1,False
765,383,102,1,1,False
766,383,168,1,1,False
767,384,370,2,2,False
768,385,189,1,1,False
769,385,44,1,1,False
770,385,130,2,2,False
771,386,121,4,4,False
772,386,1,1,1,False
773,386,141,1,1,False
774,387,313,1,1,False
775,387,231,1,1,False
776,387,253,3,3,False
777,388,125,1,1,False
778,388,238,1,1,False
779,388,129,1,1,False
780,389,138,1,1,True
781,389,268,1,1,True
782,389,183,3,3,True
783,390,104,1,1,True
784,390,105,1,1,True
785,390,352,1,1,True
786,391,112,2,2,False
787,391,188,2,2,False
788,392,129,2,2,False
789,392,252,1,1,False
790,392,355,2,2,False
791,393,41,4,4,False
792,393,270,1,1,False
793,394,88,4,4,False
794,394,143,1,1,False
795,394,131,1,1,False
796,395,304,2,2,False
797,395,132,1,1,False
798,395,362,5,5,False
799,396,148,1,1,False
800,396,179,1,1,False
801,397,286,1,1,False
802,397,81,1,1,False
803,398,275,1,1,False
804,398,186,1,1,False
805,399,124,4,4,False
806,399,246,1,1,False
807,399,269,2,2,False
808,400,274,1,1,False
809,400,93,3,3,False
810,401,153,4,4,True
811,401,373,1,1,True
812,401,161,2,2,True
813,402,97,2,2,False
814,402,165,3,3,False
815,402,358,3,3,False
816,403,332,2,2,False
817,404,340,2,2,False
818,404,220,1,1,False
819,404,138,4,4,False
820,405,124,1,1,False
821,405,104,2,2,False
822,405,136,1,1,False
823,406,244,1,1,False
824,407,100,1,1,False
825,407,376,3,3,False
826,407,168,1,1,False
827,408,278,1,1,True
828,409,153,1,1,False
829,409,6,3,3,False
830,409,128,2,2,False
831,410,108,1,1,False
832,410,64,1,1,False
833,411,261,1,1,False
834,412,207,1,1,False
835,412,196,1,1,False
836,413,2,1,1,False
837,413,183,1,1,False
838,413,291,1,1,False
839,414,318,1,1,False
840,414,95,1,1,False
841,414,339,2,2,False
842,415,301,1,1,False
843,416,292,1,1,False
844,416,42,1,1,False
845,416,138,1,1,False
846,417,352,2,2,False
847,418,8,1,1,False
848,418,133,2,2,False
849,419,164,2,2,False
850,419,120,2,2,False
851,420,10,1,1,False
852,420,149,1,1,False
853,420,261,2,2,False
854,421,127,1,1,False
855,421,354,3,3,False
856,421,129,1,1,False
857,422,291,1,1,False
858,423,316,2,2,False
859,424,226,2,2,False
860,425,182,1,1,False
861,425,141,2,2,False
862,426,44,2,2,False
863,426,75,3,3,False
864,427,355,5,5,False
865,427,181,3,3,False
866,427,124,2,2,False
867,428,350,1,1,False
868,429,368,1,1,True
869,430,157,1,1,False
870,431,71,1,1,False
871,432,20,1,1,False
872,432,321,1,1,False
873,433,257,1,1,False
874,433,36,1,1,False
875,433,102,2,2,False
876,434,110,1,1,False
877,434,314,1,1,False
878,435,21,4,4,False
879,435,320,1,1,False
880,436,258,4,4,False
881,436,268,1,1,False
882,436,298,3,3,False
883,437,93,1,1,False
884,437,31,1,1,False
885,438,131,1,1,False
886,439,131,1,1,False
887,439,292,2,2,False
888,440,291,2,2,False
889,441,121,1,1,False
890,441,154,3,3,False
891,442,46,4,4,False
892,442,37,3,3,False
893,442,137,1,1,False
894,443,330,1,1,False
895,443,272,2,2,False
896,444,78,2,2,False
897,444,232,1,1,False
898,445,251,1,1,False
899,446,210,3,3,False
900,446,231,2,2,False
901,446,230,3,3,False
902,447,36,1,1,False
903,447,306,1,1,False
904,447,64,2,2,False
905,448,39,1,1,False
906,449,284,1,1,True
907,450,190,1,1,False
908,450,180,3,3,False
909,450,71,1,1,False
910,451,352,1,1,True
911,451,94,1,1,True
912,451,290,2,2,True
913,452,333,1,1,False
914,452,281,2,2,False
915,452,238,1,1,False
916,453,380,1,1,False
917,454,295,1,1,False
918,455,371,1,1,False
919,456,187,1,1,False
920,456,105,1,1,False
921,456,45,1,1,False
922,457,51,2,2,False
923,458,105,5,5,False
924,458,279,3,3,False
925,459,230,1,1,False
926,459,88,3,3,False
927,460,265,1,1,False
928,461,227,1,1,False
929,462,18,2,2,False
930,463,4,1,1,False
931,463,181,4,4,False
932,464,13,2,2,False
933,464,154,1,1,False
934,465,122,1,1,False
935,466,62,1,1,False
936,467,183,5,5,False
937,468,197,1,1,False
938,469,138,1,1,False
939,469,177,1,1,False
940,469,24,1,1,False
941,470,216,1,1,True
942,470,131,1,1,True
943,470,296,3,3,True
944,471,151,2,2,False
945,471,290,1,1,False
946,471,282,1,1,False
947,472,113,3,3,False
948,473,120,3,3,True
949,474,13,2,2,False
950,474,383,3,3,False
951,474,368,3,3,False
952,475,20,3,3,False
953,476,363,1,1,False
954,476,347,2,2,False
955,476,250,1,1,False
956,477,255,1,1,False
957,478,44,2,2,False
958,479,169,1,1,False
959,479,330,1,1,False
960,480,289,1,1,True
961,480,340,1,1,True
962,480,1,1,1,True
963,481,44,1,1,False
964,482,45,1,1,False
965,482,133,4,4,False
966,483,284,1,1,True
967,483,7,1,1,True
968,484,148,1,1,False
969,485,233,2,2,True
970,485,341,2,2,True
971,486,273,1,1,False
972,486,41,2,2,False
973,487,19,3,3,False
974,487,208,1,1,False
975,488,296,3,3,False
976,488,11,1,1,False
977,488,319,4,4,False
978,489,341,1,1,False
979,490,130,1,1,False
980,491,44,1,1,True
981,491,171,3,3,True
982,492,212,2,2,False
983,492,323,2,2,False
984,492,42,2,2,False
985,493,232,2,2,False
986,493,112,1,1,False
987,494,32,1,1,False
988,494,41,1,1,False
989,494,259,1,1,False
990,495,48,1,1,True
991,495,48,3,3,True
992,495,45,4,4,True
993,496,13,1,1,False
994,496,119,1,1,False
995,496,384,1,1,False
996,497,92,1,1,False
997,498,123,4,4,False
998,498,104,2,2,False
999,498,126,1,1,False
1000,499,271,1,1,True
1001,499,378,1,1,True
1002,500,357,1,1,False
1003,501,318,1,1,False
1004,502,265,1,1,False
1005,503,168,2,2,False
1006,504,239,3,3,False
1007,505,352,4,4,True
1008,505,304,1,1,True
1009,506,261,4,4,False
1010,507,149,1,1,False
1011,507,135,2,2,False
1012,508,63,3,3,False
1013,508,223,3,3,False
1014,509,136,3,3,False
1015,509,160,1,1,False
1016,509,176,1,1,False
1017,510,310,3,3,False
1018,510,343,1,1,False
1019,510,331,3,3,False
1020,511,189,3,3,False
1021,512,91,1,1,False
1022,513,280,1,1,False
1023,513,121,1,1,False
1024,513,199,2,2,False
1025,514,19,1,1,False
1026,514,360,1,1,False
1027,514,298,1,1,False
1028,515,82,2,2,False
1029,515,158,1,1,False
1030,516,229,1,1,False
1031,517,259,1,1,False
1032,518,184,2,2,False
1033,519,86,2,2,False
1034,519,264,1,1,False
1035,519,345,2,2,False
1036,520,188,2,2,False
1037,521,96,1,1,False
1038,521,360,3,3,False
1039,521,370,1,1,False
1040,522,214,2,2,False
1041,522,325,1,1,False
1042,522,363,1,1,False
1043,523,293,1,1,False
1044,523,233,3,3,False
1045,524,221,1,1,True
1046,524,23,2,2,True
1047,524,242,1,1,True
1048,525,32,2,2,False
1049,526,320,1,1,False
1050,526,108,3,3,False
1051,526,383,1,1,False
1052,527,285,1,1,False
1053,527,337,1,1,False
1054,528,162,2,2,False
1055,529,19,1,1,True
1056,529,219,1,1,True
1057,530,162,2,2,False
1058,530,221,1,1,False
1059,530,235,1,1,False
1060,531,170,2,2,False
1061,531,118,2,2,False
1062,532,140,2,2,False
1063,532,188,1,1,False
1064,532,13,4,4,False
1065,533,247,4,4,False
1066,533,71,1,1,False
1067,533,123,2,2,False
1068,534,301,1,1,True
1069,534,118,1,1,True
1070,534,238,1,1,True
1071,535,216,1,1,True
1072,535,181,4,4,True
1073,536,152,3,3,False
1074,537,156,1,1,False
1075,537,266,1,1,False
1076,537,117,1,1,False
1077,538,69,1,1,False
1078,539,70,1,1,False
1079,540,165,2,2,False
1080,540,306,1,1,False
1081,541,36,1,1,False
1082,541,128,2,2,False
1083,542,55,1,1,True
1084,542,327,1,1,True
1085,542,237,1,1,True
1086,543,231,1,1,False
1087,544,132,3,3,False
1088,545,195,1,1,False
1089,546,123,1,1,False
1090,546,179,4,4,False
1091,546,202,3,3,False
1092,547,204,4,4,True
1093,547,51,1,1,True
1094,548,352,1,1,False
1095,548,1,3,3,False
1096,548,207,2,2,False
1097,549,349,1,1,True
1098,550,286,1,1,False
1099,551,381,1,1,False
1100,551,92,2,2,False
1101,551,369,1,1,False
1102,552,4,1,1,False
1103,552,167,2,2,False
1104,553,384,1,1,False
1105,553,32,2,2,False
1106,554,377,3,3,False
1107,554,135,3,3,False
1108,554,303,1,1,False
1109,555,281,1,1,False
1110,556,330,2,2,False
1111,556,5,1,1,False
1112,556,326,1,1,False
1113,557,67,3,3,False
1114,558,76,1,1,False
1115,559,355,2,2,True
1116,559,219,1,1,True
1117,560,81,1,1,False
1118,560,194,1,1,False
1119,560,221,1,1,False
1120,561,228,3,3,False
1121,562,281,4,4,False
1122,562,373,2,2,False
1123,563,60,1,1,False
1124,563,124,3,3,False
1125,563,257,1,1,False
1126,564,276,1,1,False
1127,564,40,1,1,False
1128,564,217,3,3,False
1129,565,4,2,2,False
1130,565,74,1,1,False
1131,566,119,1,1,True
1132,567,42,1,1,True
1133,567,116,1,1,True
1134,567,252,3,3,True
1135,568,325,2,2,False
1136,569,57,1,1,False
1137,569,284,2,2,False
1138,570,77,1,1,False
1139,570,235,1,1,False
1140,571,32,1,1,False
1141,572,180,1,1,False
1142,572,42,1,1,False
1143,572,37,2,2,False
1144,573,345,3,3,False
1145,573,16,1,1,False
1146,573,374,1,1,False
1147,574,365,3,3,True
1148,574,55,1,1,True
1149,574,84,1,1,True
