id_order_log,id_orders,ts_ordered,ts_shipped_warehouse,ts_shipped_store,ts_delivered,ts_returned,ts_last_update,id_dim_date_ordered,id_dim_date_shipped_wh,id_dim_date_shipped_store,id_dim_date_delivered,id_dim_date_returned,id_dim_date_last_update
33,33,00:18:34,00:18:34,00:18:34,00:18:34,,00:18:34,20251118,20251119,20251122,20251123,,20251123
34,34,00:19:09,00:19:09,00:19:09,00:19:09,,00:19:09,20251118,20251119,20251121,20251122,,20251122
35,35,00:19:44,00:19:44,00:19:44,00:19:44,,00:19:44,20251118,20251119,20251121,20251122,,20251122
36,36,00:20:18,00:20:18,00:20:18,00:20:18,,00:20:18,20251118,20251119,20251121,20251122,,20251122
37,37,00:20:53,00:20:53,00:20:53,00:20:53,,00:20:53,20251118,20251119,20251121,20251122,,20251122
38,38,00:21:28,00:21:28,00:21:28,00:21:28,,00:21:28,20251118,20251119,20251121,20251122,,20251122
39,39,00:22:03,00:22:03,00:22:03,00:22:03,,00:22:03,20251118,20251119,20251121,20251122,,20251122
40,40,00:22:38,00:22:38,00:22:38,00:22:38,,00:22:38,20251118,20251119,20251121,20251122,,20251122
41,41,00:23:12,00:23:12,00:23:12,00:23:12,,00:23:12,20251118,20251119,20251121,20251122,,20251122
42,42,00:23:47,00:23:47,00:23:47,00:23:47,,00:23:47,20251118,20251119,20251121,20251122,,20251122
43,43,00:24:22,00:24:22,00:24:22,00:24:22,00:24:22,00:24:22,20251118,20251119,20251121,20251122,20251122.0,20251122
44,44,00:24:57,00:24:57,00:24:57,00:24:57,,00:24:57,20251118,20251119,20251121,20251122,,20251122
45,45,00:25:32,00:25:32,00:25:32,00:25:32,,00:25:32,20251118,20251119,20251121,20251122,,20251122
46,46,00:26:07,00:26:07,00:26:07,00:26:07,,00:26:07,20251118,20251119,20251121,20251122,,20251122
47,47,00:26:41,00:26:41,00:26:41,00:26:41,,00:26:41,20251118,20251119,20251121,20251122,,20251122
48,48,00:27:16,00:27:16,00:27:16,00:27:16,,00:27:16,20251118,20251119,20251121,20251122,,20251122
49,49,00:27:51,00:27:51,00:27:51,00:27:51,,00:27:51,20251118,20251119,20251121,20251122,,20251122
50,50,00:28:26,00:28:26,00:28:26,00:28:26,00:28:26,00:28:26,20251118,20251119,20251121,20251122,20251122.0,20251122
51,51,00:29:01,00:29:01,00:29:01,00:29:01,,00:29:01,20251118,20251119,20251121,20251122,,20251122
52,52,00:29:36,00:29:36,00:29:36,00:29:36,,00:29:36,20251118,20251119,20251121,20251122,,20251122
53,53,00:30:10,00:30:10,00:30:10,00:30:10,,00:30:10,20251118,20251119,20251121,20251122,,20251122
54,54,00:30:45,00:30:45,00:30:45,00:30:45,,00:30:45,20251118,20251119,20251121,20251122,,20251122
55,55,00:31:20,00:31:20,00:31:20,00:31:20,,00:31:20,20251118,20251119,20251121,20251122,,20251122
56,56,00:31:55,00:31:55,00:31:55,00:31:55,,00:31:55,20251118,20251119,20251121,20251122,,20251122
57,57,00:32:30,00:32:30,00:32:30,00:32:30,,00:32:30,20251118,20251119,20251121,20251122,,20251122
58,58,00:33:04,00:33:04,00:33:04,00:33:04,,00:33:04,20251118,20251119,20251121,20251122,,20251122
59,59,00:33:39,00:33:39,00:33:39,00:33:39,00:33:39,00:33:39,20251118,20251119,20251121,20251122,20251122.0,20251122
60,60,00:34:14,00:34:14,00:34:14,00:34:14,,00:34:14,20251118,20251119,20251122,20251123,,20251123
61,61,00:34:49,00:34:49,00:34:49,00:34:49,,00:34:49,20251118,20251119,20251121,20251122,,20251122
62,62,00:35:24,00:35:24,00:35:24,00:35:24,00:35:24,00:35:24,20251118,20251119,20251121,20251122,20251122.0,20251122
63,63,00:35:59,00:35:59,00:35:59,00:35:59,,00:35:59,20251118,20251119,20251121,20251122,,20251122
64,64,00:36:33,00:36:33,00:36:33,00:36:33,,00:36:33,20251118,20251119,20251121,20251122,,20251122
65,65,00:37:08,00:37:08,00:37:08,00:37:08,,00:37:08,20251118,20251119,20251121,20251122,,20251122
66,66,00:37:43,00:37:43,00:37:43,00:37:43,,00:37:43,20251118,20251119,20251122,20251123,,20251123
67,67,00:38:18,00:38:18,00:38:18,00:38:18,,00:38:18,20251118,20251119,20251121,20251122,,20251122
68,68,00:38:53,00:38:53,00:38:53,00:38:53,,00:38:53,20251118,20251119,20251121,20251122,,20251122
69,69,00:39:28,00:39:28,00:39:28,00:39:28,,00:39:28,20251118,20251119,20251121,20251122,,20251122
70,70,00:40:02,00:40:02,00:40:02,00:40:02,,00:40:02,20251118,20251119,20251122,20251123,,20251123
71,71,00:40:37,00:40:37,00:40:37,00:40:37,,00:40:37,20251118,20251119,20251121,20251122,,20251122
72,72,00:41:12,00:41:12,00:41:12,00:41:12,,00:41:12,20251118,20251119,20251121,20251122,,20251122
73,73,00:41:47,00:41:47,00:41:47,00:41:47,,00:41:47,20251118,20251119,20251121,20251122,,20251122
74,74,00:42:22,00:42:22,00:42:22,00:42:22,,00:42:22,20251118,20251119,20251121,20251122,,20251122
75,75,00:42:56,00:42:56,00:42:56,00:42:56,,00:42:56,20251118,20251119,20251121,20251122,,20251122
76,76,00:43:31,00:43:31,00:43:31,00:43:31,,00:43:31,20251118,20251119,20251122,20251123,,20251123
77,77,00:44:06,00:44:06,00:44:06,00:44:06,,00:44:06,20251118,20251119,20251121,20251122,,20251122
78,78,00:44:41,00:44:41,00:44:41,00:44:41,,00:44:41,20251118,20251119,20251121,20251122,,20251122
79,79,00:45:16,00:45:16,00:45:16,00:45:16,,00:45:16,20251118,20251119,20251121,20251122,,20251122
80,80,00:45:51,00:45:51,00:45:51,00:45:51,,00:45:51,20251118,20251119,20251121,20251122,,20251122
81,81,00:46:25,00:46:25,00:46:25,00:46:25,,00:46:25,20251118,20251119,20251121,20251122,,20251122
82,82,00:47:00,00:47:00,00:47:00,00:47:00,,00:47:00,20251118,20251119,20251121,20251122,,20251122
83,83,00:47:35,00:47:35,00:47:35,00:47:35,,00:47:35,20251118,20251119,20251121,20251122,,20251122
84,84,00:48:10,00:48:10,00:48:10,00:48:10,00:48:10,00:48:10,20251118,20251119,20251121,20251122,20251122.0,20251122
85,85,00:48:45,00:48:45,00:48:45,00:48:45,,00:48:45,20251118,20251119,20251121,20251122,,20251122
86,86,00:49:20,00:49:20,00:49:20,00:49:20,,00:49:20,20251118,20251119,20251121,20251122,,20251122
87,87,00:49:54,00:49:54,00:49:54,00:49:54,00:49:54,00:49:54,20251118,20251119,20251121,20251122,20251122.0,20251122
88,88,00:50:29,00:50:29,00:50:29,00:50:29,,00:50:29,20251118,20251119,20251121,20251122,,20251122
89,89,00:51:04,00:51:04,00:51:04,00:51:04,,00:51:04,20251118,20251119,20251121,20251122,,20251122
90,90,00:51:39,00:51:39,00:51:39,00:51:39,00:51:39,00:51:39,20251118,20251119,20251121,20251122,20251122.0,20251122
91,91,00:52:14,00:52:14,00:52:14,00:52:14,,00:52:14,20251118,20251119,20251121,20251122,,20251122
92,92,00:52:49,00:52:49,00:52:49,00:52:49,00:52:49,00:52:49,20251118,20251119,20251121,20251122,20251122.0,20251122
93,93,00:53:23,00:53:23,00:53:23,00:53:23,,00:53:23,20251118,20251119,20251121,20251122,,20251122
94,94,00:53:58,00:53:58,00:53:58,00:53:58,,00:53:58,20251118,20251119,20251121,20251122,,20251122
95,95,00:54:33,00:54:33,00:54:33,00:54:33,,00:54:33,20251118,20251119,20251122,20251123,,20251123
96,96,00:55:08,00:55:08,00:55:08,00:55:08,,00:55:08,20251118,20251119,20251121,20251122,,20251122
97,97,00:55:43,00:55:43,00:55:43,00:55:43,,00:55:43,20251118,20251119,20251121,20251122,,20251122
98,98,00:56:17,00:56:17,00:56:17,00:56:17,00:56:17,00:56:17,20251118,20251119,20251121,20251122,20251122.0,20251122
99,99,00:56:52,00:56:52,00:56:52,00:56:52,,00:56:52,20251118,20251119,20251121,20251122,,20251122
100,100,00:57:27,00:57:27,00:57:27,00:57:27,,00:57:27,20251118,20251119,20251121,20251122,,20251122
101,101,00:58:02,00:58:02,00:58:02,00:58:02,,00:58:02,20251118,20251119,20251121,20251122,,20251122
102,102,00:58:37,00:58:37,00:58:37,00:58:37,,00:58:37,20251118,20251119,20251121,20251122,,20251122
103,103,00:59:12,00:59:12,00:59:12,00:59:12,,00:59:12,20251118,20251119,20251121,20251122,,20251122
104,104,00:59:46,00:59:46,00:59:46,00:59:46,,00:59:46,20251118,20251119,20251121,20251122,,20251122
105,105,01:00:21,01:00:21,01:00:21,01:00:21,,01:00:21,20251118,20251119,20251122,20251123,,20251123
106,106,01:00:56,01:00:56,01:00:56,01:00:56,01:00:56,01:00:56,20251118,20251119,20251121,20251122,20251122.0,20251122
107,107,01:01:31,01:01:31,01:01:31,01:01:31,,01:01:31,20251118,20251119,20251123,20251124,,20251124
108,108,01:02:06,01:02:06,01:02:06,01:02:06,,01:02:06,20251118,20251119,20251121,20251122,,20251122
109,109,01:02:41,01:02:41,01:02:41,01:02:41,,01:02:41,20251118,20251119,20251121,20251122,,20251122
110,110,01:03:15,01:03:15,01:03:15,01:03:15,,01:03:15,20251118,20251119,20251121,20251122,,20251122
111,111,01:03:50,01:03:50,01:03:50,01:03:50,,01:03:50,20251118,20251119,20251121,20251122,,20251122
112,112,01:04:25,01:04:25,01:04:25,01:04:25,,01:04:25,20251118,20251119,20251121,20251122,,20251122
113,113,01:05:00,01:05:00,01:05:00,01:05:00,,01:05:00,20251118,20251119,20251121,20251122,,20251122
114,114,01:05:35,01:05:35,01:05:35,01:05:35,,01:05:35,20251118,20251119,20251121,20251122,,20251122
115,115,01:06:09,01:06:09,01:06:09,01:06:09,,01:06:09,20251118,20251119,20251121,20251122,,20251122
116,116,01:06:44,01:06:44,01:06:44,01:06:44,01:06:44,01:06:44,20251118,20251119,20251122,20251123,20251123.0,20251123
117,117,01:07:19,01:07:19,01:07:19,01:07:19,,01:07:19,20251118,20251119,20251121,20251122,,20251122
118,118,01:07:54,01:07:54,01:07:54,01:07:54,,01:07:54,20251118,20251119,20251122,20251123,,20251123
119,119,01:08:29,01:08:29,01:08:29,01:08:29,,01:08:29,20251118,20251119,20251121,20251122,,20251122
120,120,01:09:04,01:09:04,01:09:04,01:09:04,01:09:04,01:09:04,20251118,20251119,20251121,20251122,20251122.0,20251122
121,121,01:09:38,01:09:38,01:09:38,01:09:38,01:09:38,01:09:38,20251118,20251119,20251121,20251122,20251122.0,20251122
122,122,01:10:13,01:10:13,01:10:13,01:10:13,,01:10:13,20251118,20251119,20251122,20251123,,20251123
123,123,01:10:48,01:10:48,01:10:48,01:10:48,,01:10:48,20251118,20251119,20251123,20251124,,20251124
124,124,01:11:23,01:11:23,01:11:23,01:11:23,,01:11:23,20251118,20251119,20251121,20251122,,20251122
125,125,01:11:58,01:11:58,01:11:58,01:11:58,,01:11:58,20251118,20251119,20251121,20251122,,20251122
126,126,01:12:33,01:12:33,01:12:33,01:12:33,,01:12:33,20251118,20251119,20251121,20251122,,20251122
127,127,01:13:07,01:13:07,01:13:07,01:13:07,01:13:07,01:13:07,20251118,20251119,20251121,20251122,20251122.0,20251122
128,128,01:13:42,01:13:42,01:13:42,01:13:42,01:13:42,01:13:42,20251118,20251119,20251121,20251122,20251122.0,20251122
129,129,01:14:17,01:14:17,01:14:17,01:14:17,,01:14:17,20251118,20251119,20251122,20251123,,20251123
130,130,01:14:52,01:14:52,01:14:52,01:14:52,,01:14:52,20251118,20251119,20251121,20251122,,20251122
131,131,01:15:27,01:15:27,01:15:27,01:15:27,,01:15:27,20251118,20251119,20251123,20251124,,20251124
132,132,01:16:01,01:16:01,01:16:01,01:16:01,,01:16:01,20251118,20251119,20251121,20251122,,20251122
133,133,01:16:36,01:16:36,01:16:36,01:16:36,,01:16:36,20251118,20251119,20251121,20251122,,20251122
134,134,01:17:11,01:17:11,01:17:11,01:17:11,,01:17:11,20251118,20251119,20251121,20251122,,20251122
135,135,01:17:46,01:17:46,01:17:46,01:17:46,,01:17:46,20251118,20251119,20251121,20251122,,20251122
136,136,01:18:21,01:18:21,01:18:21,01:18:21,,01:18:21,20251118,20251119,20251121,20251122,,20251122
137,137,01:18:56,01:18:56,01:18:56,01:18:56,,01:18:56,20251118,20251119,20251121,20251122,,20251122
138,138,01:19:30,01:19:30,01:19:30,01:19:30,,01:19:30,20251118,20251119,20251121,20251122,,20251122
139,139,01:20:05,01:20:05,01:20:05,01:20:05,,01:20:05,20251118,20251119,20251122,20251123,,20251123
140,140,01:20:40,01:20:40,01:20:40,01:20:40,,01:20:40,20251118,20251119,20251121,20251122,,20251122
141,141,01:21:15,01:21:15,01:21:15,01:21:15,,01:21:15,20251118,20251119,20251121,20251122,,20251122
142,142,01:21:50,01:21:50,01:21:50,01:21:50,,01:21:50,20251118,20251119,20251121,20251122,,20251122
143,143,01:22:25,01:22:25,01:22:25,01:22:25,,01:22:25,20251118,20251119,20251121,20251122,,20251122
144,144,01:22:59,01:22:59,01:22:59,01:22:59,,01:22:59,20251118,20251119,20251121,20251122,,20251122
145,145,01:23:34,01:23:34,01:23:34,01:23:34,,01:23:34,20251118,20251119,20251121,20251122,,20251122
146,146,01:24:09,01:24:09,01:24:09,01:24:09,,01:24:09,20251118,20251119,20251121,20251122,,20251122
147,147,01:24:44,01:24:44,01:24:44,01:24:44,,01:24:44,20251118,20251119,20251121,20251122,,20251122
148,148,01:25:19,01:25:19,01:25:19,01:25:19,01:25:19,01:25:19,20251118,20251119,20251121,20251122,20251122.0,20251122
149,149,01:25:53,01:25:53,01:25:53,01:25:53,,01:25:53,20251118,20251119,20251121,20251122,,20251122
150,150,01:26:28,01:26:28,01:26:28,01:26:28,01:26:28,01:26:28,20251118,20251119,20251122,20251123,20251123.0,20251123
151,151,01:27:03,01:27:03,01:27:03,01:27:03,,01:27:03,20251118,20251119,20251121,20251122,,20251122
152,152,01:27:38,01:27:38,01:27:38,01:27:38,,01:27:38,20251118,20251119,20251121,20251122,,20251122
153,153,01:28:13,01:28:13,01:28:13,01:28:13,,01:28:13,20251118,20251119,20251121,20251122,,20251122
154,154,01:28:48,01:28:48,01:28:48,01:28:48,01:28:48,01:28:48,20251118,20251119,20251121,20251122,20251122.0,20251122
155,155,01:29:22,01:29:22,01:29:22,01:29:22,01:29:22,01:29:22,20251118,20251119,20251121,20251122,20251122.0,20251122
156,156,01:29:57,01:29:57,01:29:57,01:29:57,,01:29:57,20251118,20251119,20251121,20251122,,20251122
157,157,01:30:32,01:30:32,01:30:32,01:30:32,,01:30:32,20251118,20251119,20251121,20251122,,20251122
158,158,01:31:07,01:31:07,01:31:07,01:31:07,,01:31:07,20251118,20251119,20251121,20251122,,20251122
159,159,01:31:42,01:31:42,01:31:42,01:31:42,,01:31:42,20251118,20251119,20251122,20251123,,20251123
160,160,01:32:17,01:32:17,01:32:17,01:32:17,,01:32:17,20251118,20251119,20251122,20251123,,20251123
161,161,01:32:51,01:32:51,01:32:51,01:32:51,,01:32:51,20251118,20251119,20251121,20251122,,20251122
162,162,01:33:26,01:33:26,01:33:26,01:33:26,,01:33:26,20251118,20251119,20251121,20251122,,20251122
163,163,01:34:01,01:34:01,01:34:01,01:34:01,,01:34:01,20251118,20251119,20251121,20251122,,20251122
164,164,01:34:36,01:34:36,01:34:36,01:34:36,,01:34:36,20251118,20251119,20251121,20251122,,20251122
165,165,01:35:11,01:35:11,01:35:11,01:35:11,,01:35:11,20251118,20251119,20251121,20251122,,20251122
166,166,01:35:46,01:35:46,01:35:46,01:35:46,,01:35:46,20251118,20251119,20251121,20251122,,20251122
167,167,01:36:20,01:36:20,01:36:20,01:36:20,,01:36:20,20251118,20251119,20251121,20251122,,20251122
168,168,01:36:55,01:36:55,01:36:55,01:36:55,01:36:55,01:36:55,20251118,20251119,20251121,20251122,20251122.0,20251122
169,169,01:37:30,01:37:30,01:37:30,01:37:30,,01:37:30,20251118,20251119,20251121,20251122,,20251122
170,170,01:38:05,01:38:05,01:38:05,01:38:05,,01:38:05,20251118,20251119,20251121,20251122,,20251122
171,171,01:38:40,01:38:40,01:38:40,01:38:40,01:38:40,01:38:40,20251118,20251119,20251121,20251122,20251122.0,20251122
172,172,01:39:14,01:39:14,01:39:14,01:39:14,,01:39:14,20251118,20251119,20251121,20251122,,20251122
173,173,01:39:49,01:39:49,01:39:49,01:39:49,,01:39:49,20251118,20251119,20251121,20251122,,20251122
174,174,01:40:24,01:40:24,01:40:24,01:40:24,,01:40:24,20251118,20251119,20251121,20251122,,20251122
175,175,01:40:59,01:40:59,01:40:59,01:40:59,01:40:59,01:40:59,20251118,20251119,20251121,20251122,20251122.0,20251122
176,176,01:41:34,01:41:34,01:41:34,01:41:34,,01:41:34,20251118,20251119,20251121,20251122,,20251122
177,177,01:42:09,01:42:09,01:42:09,01:42:09,,01:42:09,20251118,20251119,20251121,20251122,,20251122
178,178,01:42:43,01:42:43,01:42:43,01:42:43,,01:42:43,20251118,20251119,20251121,20251122,,20251122
179,179,01:43:18,01:43:18,01:43:18,01:43:18,,01:43:18,20251118,20251119,20251121,20251122,,20251122
180,180,01:43:53,01:43:53,01:43:53,01:43:53,,01:43:53,20251118,20251119,20251121,20251122,,20251122
181,181,01:44:28,01:44:28,01:44:28,01:44:28,01:44:28,01:44:28,20251118,20251119,20251121,20251122,20251122.0,20251122
182,182,01:45:03,01:45:03,01:45:03,01:45:03,,01:45:03,20251118,20251119,20251121,20251122,,20251122
183,183,01:45:38,01:45:38,01:45:38,01:45:38,01:45:38,01:45:38,20251118,20251119,20251121,20251122,20251122.0,20251122
184,184,01:46:12,01:46:12,01:46:12,01:46:12,,01:46:12,20251118,20251119,20251121,20251122,,20251122
185,185,01:46:47,01:46:47,01:46:47,01:46:47,,01:46:47,20251118,20251119,20251121,20251122,,20251122
186,186,01:47:22,01:47:22,01:47:22,01:47:22,,01:47:22,20251118,20251119,20251121,20251122,,20251122
187,187,01:47:57,01:47:57,01:47:57,01:47:57,,01:47:57,20251118,20251119,20251121,20251122,,20251122
188,188,01:48:32,01:48:32,01:48:32,01:48:32,,01:48:32,20251118,20251119,20251121,20251122,,20251122
189,189,01:49:06,01:49:06,01:49:06,01:49:06,,01:49:06,20251118,20251119,20251121,20251122,,20251122
190,190,01:49:41,01:49:41,01:49:41,01:49:41,,01:49:41,20251118,20251119,20251121,20251122,,20251122
191,191,01:50:16,01:50:16,01:50:16,01:50:16,01:50:16,01:50:16,20251118,20251119,20251121,20251122,20251122.0,20251122
192,192,01:50:51,01:50:51,01:50:51,01:50:51,,01:50:51,20251118,20251119,20251121,20251122,,20251122
193,193,01:51:26,01:51:26,01:51:26,01:51:26,,01:51:26,20251118,20251119,20251121,20251122,,20251122
194,194,01:52:01,01:52:01,01:52:01,01:52:01,01:52:01,01:52:01,20251118,20251119,20251121,20251122,20251122.0,20251122
195,195,01:52:35,01:52:35,01:52:35,01:52:35,,01:52:35,20251118,20251119,20251121,20251122,,20251122
196,196,01:53:10,01:53:10,01:53:10,01:53:10,,01:53:10,20251118,20251119,20251121,20251122,,20251122
197,197,01:53:45,01:53:45,01:53:45,01:53:45,,01:53:45,20251118,20251119,20251121,20251122,,20251122
198,198,01:54:20,01:54:20,01:54:20,01:54:20,,01:54:20,20251118,20251119,20251121,20251122,,20251122
199,199,01:54:55,01:54:55,01:54:55,01:54:55,,01:54:55,20251118,20251119,20251121,20251122,,20251122
200,200,01:55:30,01:55:30,01:55:30,01:55:30,,01:55:30,20251118,20251119,20251121,20251122,,20251122
201,201,01:56:04,01:56:04,01:56:04,01:56:04,,01:56:04,20251118,20251119,20251121,20251122,,20251122
202,202,01:56:39,01:56:39,01:56:39,01:56:39,01:56:39,01:56:39,20251118,20251119,20251121,20251122,20251122.0,20251122
203,203,01:57:14,01:57:14,01:57:14,01:57:14,,01:57:14,20251118,20251119,20251121,20251122,,20251122
204,204,01:57:49,01:57:49,01:57:49,01:57:49,,01:57:49,20251118,20251119,20251121,20251122,,20251122
205,205,01:58:24,01:58:24,01:58:24,01:58:24,,01:58:24,20251118,20251119,20251121,20251122,,20251122
206,206,01:58:58,01:58:58,01:58:58,01:58:58,,01:58:58,20251118,20251119,20251121,20251122,,20251122
207,207,01:59:33,01:59:33,01:59:33,01:59:33,,01:59:33,20251118,20251119,20251121,20251122,,20251122
208,208,02:00:08,02:00:08,02:00:08,02:00:08,,02:00:08,20251118,20251119,20251121,20251122,,20251122
209,209,02:00:43,02:00:43,02:00:43,02:00:43,,02:00:43,20251118,20251119,20251121,20251122,,20251122
210,210,02:01:18,02:01:18,02:01:18,02:01:18,,02:01:18,20251118,20251119,20251121,20251122,,20251122
211,211,02:01:53,02:01:53,02:01:53,02:01:53,,02:01:53,20251118,20251119,20251121,20251122,,20251122
212,212,02:02:27,02:02:27,02:02:27,02:02:27,,02:02:27,20251118,20251119,20251121,20251122,,20251122
213,213,02:03:02,02:03:02,02:03:02,02:03:02,,02:03:02,20251118,20251119,20251121,20251122,,20251122
214,214,02:03:37,02:03:37,02:03:37,02:03:37,,02:03:37,20251118,20251119,20251121,20251122,,20251122
215,215,02:04:12,02:04:12,02:04:12,02:04:12,,02:04:12,20251118,20251119,20251121,20251122,,20251122
216,216,02:04:47,02:04:47,02:04:47,02:04:47,,02:04:47,20251118,20251119,20251121,20251122,,20251122
217,217,02:05:22,02:05:22,02:05:22,02:05:22,,02:05:22,20251118,20251119,20251121,20251122,,20251122
218,218,02:05:56,02:05:56,02:05:56,02:05:56,,02:05:56,20251118,20251119,20251121,20251122,,20251122
219,219,02:06:31,02:06:31,02:06:31,02:06:31,,02:06:31,20251118,20251119,20251121,20251122,,20251122
220,220,02:07:06,02:07:06,02:07:06,02:07:06,,02:07:06,20251118,20251119,20251121,20251122,,20251122
221,221,02:07:41,02:07:41,02:07:41,02:07:41,,02:07:41,20251118,20251119,20251121,20251122,,20251122
222,222,02:08:16,02:08:16,02:08:16,02:08:16,,02:08:16,20251118,20251119,20251121,20251122,,20251122
223,223,02:08:50,02:08:50,02:08:50,02:08:50,02:08:50,02:08:50,20251118,20251119,20251121,20251122,20251122.0,20251122
224,224,02:09:25,02:09:25,02:09:25,02:09:25,,02:09:25,20251118,20251119,20251121,20251122,,20251122
225,225,02:10:00,02:10:00,02:10:00,02:10:00,02:10:00,02:10:00,20251118,20251119,20251121,20251122,20251122.0,20251122
226,226,02:10:35,02:10:35,02:10:35,02:10:35,,02:10:35,20251118,20251119,20251121,20251122,,20251122
227,227,02:11:10,02:11:10,02:11:10,02:11:10,,02:11:10,20251118,20251119,20251121,20251122,,20251122
228,228,02:11:45,02:11:45,02:11:45,02:11:45,,02:11:45,20251118,20251119,20251121,20251122,,20251122
229,229,02:12:19,02:12:19,02:12:19,02:12:19,,02:12:19,20251118,20251119,20251121,20251122,,20251122
230,230,02:12:54,02:12:54,02:12:54,02:12:54,,02:12:54,20251118,20251119,20251121,20251122,,20251122
231,231,02:13:29,02:13:29,02:13:29,02:13:29,,02:13:29,20251118,20251119,20251121,20251122,,20251122
232,232,02:14:04,02:14:04,02:14:04,02:14:04,,02:14:04,20251118,20251119,20251121,20251122,,20251122
233,233,02:14:39,02:14:39,02:14:39,02:14:39,,02:14:39,20251118,20251119,20251121,20251122,,20251122
234,234,02:15:14,02:15:14,02:15:14,02:15:14,02:15:14,02:15:14,20251118,20251119,20251121,20251122,20251122.0,20251122
235,235,02:15:48,02:15:48,02:15:48,02:15:48,,02:15:48,20251118,20251119,20251121,20251122,,20251122
236,236,02:16:23,02:16:23,02:16:23,02:16:23,,02:16:23,20251118,20251119,20251121,20251122,,20251122
237,237,02:16:58,02:16:58,02:16:58,02:16:58,,02:16:58,20251118,20251119,20251121,20251122,,20251122
238,238,02:17:33,02:17:33,02:17:33,02:17:33,,02:17:33,20251118,20251119,20251121,20251122,,20251122
239,239,02:18:08,02:18:08,02:18:08,02:18:08,,02:18:08,20251118,20251119,20251122,20251123,,20251123
